electrolaryngeal speech is one of the typical types of alaryngeal speech produced by an alternative #speaking method# for $laryngectomees$ .	0	used-for	used-for	1
however , the #sound quality# of $nam and electrolaryngeal speech$ suffers from lack of naturalness .	2	evaluate-for	evaluate-for	1
vc has proven to be one of the promising approaches to address this problem , and $it$ has been successfully implemented on #devices# with sufficient computational resources .	0	used-for	used-for	1
vc has proven to be one of the promising approaches to address this problem , and it has been successfully implemented on $devices$ with #sufficient computational resources# .	5	feature-of	feature-of	1
an implementation on $devices$ that are highly portable but have #limited computational resources# would greatly contribute to its practical use .	5	feature-of	feature-of	1
in this paper we further implement $real-time vc$ on a #dsp# .	0	used-for	used-for	1
to implement the two $speech enhancement systems$ based on #real-time vc# , one from nam to a whispered voice and the other from electrolaryngeal speech to a natural voice , we propose several methods for reducing computational cost while preserving conversion accuracy .	0	used-for	used-for	1
to implement the two $speech enhancement systems$ based on real-time vc , #one# from nam to a whispered voice and the other from electrolaryngeal speech to a natural voice , we propose several methods for reducing computational cost while preserving conversion accuracy .	3	hyponym-of	hyponym-of	1
to implement the two speech enhancement systems based on real-time vc , #one# from nam to a whispered voice and the $other$ from electrolaryngeal speech to a natural voice , we propose several methods for reducing computational cost while preserving conversion accuracy .	1	conjunction	conjunction	1
to implement the two $speech enhancement systems$ based on real-time vc , one from nam to a whispered voice and the #other# from electrolaryngeal speech to a natural voice , we propose several methods for reducing computational cost while preserving conversion accuracy .	3	hyponym-of	hyponym-of	1
to implement the two speech enhancement systems based on real-time vc , one from nam to a whispered voice and the other from electrolaryngeal speech to a natural voice , we propose several $methods$ for reducing #computational cost# while preserving conversion accuracy .	2	evaluate-for	evaluate-for	1
to implement the two speech enhancement systems based on real-time vc , one from nam to a whispered voice and the other from electrolaryngeal speech to a natural voice , we propose several methods for reducing #computational cost# while preserving $conversion accuracy$ .	1	conjunction	conjunction	1
to implement the two speech enhancement systems based on real-time vc , one from nam to a whispered voice and the other from electrolaryngeal speech to a natural voice , we propose several $methods$ for reducing computational cost while preserving #conversion accuracy# .	2	evaluate-for	evaluate-for	1
we conduct experimental evaluations and show that $real-time vc$ is capable of running on a #dsp# with little degradation .	0	used-for	used-for	1
we propose a #method# that automatically generates $paraphrase$ sets from seed sentences to be used as reference sets in objective machine translation evaluation measures like bleu and nist .	0	used-for	used-for	1
we propose a method that automatically generates #paraphrase# sets from seed sentences to be used as reference sets in objective $machine translation evaluation measures$ like bleu and nist .	0	used-for	used-for	1
we propose a method that automatically generates paraphrase sets from seed sentences to be used as reference sets in objective $machine translation evaluation measures$ like #bleu# and nist .	3	hyponym-of	hyponym-of	1
we propose a method that automatically generates paraphrase sets from seed sentences to be used as reference sets in objective machine translation evaluation measures like #bleu# and $nist$ .	1	conjunction	conjunction	1
we propose a method that automatically generates paraphrase sets from seed sentences to be used as reference sets in objective $machine translation evaluation measures$ like bleu and #nist# .	3	hyponym-of	hyponym-of	1
we measured the quality of the paraphrases produced in an experiment , i.e. , -lrb- i -rrb- their $grammaticality$ : at least 99 % correct sentences ; -lrb- ii -rrb- their #equivalence in meaning# : at least 96 % correct paraphrases either by meaning equivalence or entailment ; and , -lrb- iii -rrb- the amount of internal lexical and syntactical variation in a set of paraphrases : slightly superior to that of hand-produced sets .	1	conjunction	conjunction	1
we measured the quality of the paraphrases produced in an experiment , i.e. , -lrb- i -rrb- their grammaticality : at least 99 % correct sentences ; -lrb- ii -rrb- their equivalence in meaning : at least 96 % correct $paraphrases$ either by #meaning equivalence# or entailment ; and , -lrb- iii -rrb- the amount of internal lexical and syntactical variation in a set of paraphrases : slightly superior to that of hand-produced sets .	0	used-for	used-for	1
we measured the quality of the paraphrases produced in an experiment , i.e. , -lrb- i -rrb- their grammaticality : at least 99 % correct sentences ; -lrb- ii -rrb- their equivalence in meaning : at least 96 % correct paraphrases either by #meaning equivalence# or $entailment$ ; and , -lrb- iii -rrb- the amount of internal lexical and syntactical variation in a set of paraphrases : slightly superior to that of hand-produced sets .	1	conjunction	conjunction	1
we measured the quality of the paraphrases produced in an experiment , i.e. , -lrb- i -rrb- their grammaticality : at least 99 % correct sentences ; -lrb- ii -rrb- their equivalence in meaning : at least 96 % correct $paraphrases$ either by meaning equivalence or #entailment# ; and , -lrb- iii -rrb- the amount of internal lexical and syntactical variation in a set of paraphrases : slightly superior to that of hand-produced sets .	0	used-for	used-for	1
we measured the quality of the paraphrases produced in an experiment , i.e. , -lrb- i -rrb- their grammaticality : at least 99 % correct sentences ; -lrb- ii -rrb- their $equivalence in meaning$ : at least 96 % correct paraphrases either by meaning equivalence or entailment ; and , -lrb- iii -rrb- the amount of #internal lexical and syntactical variation# in a set of paraphrases : slightly superior to that of hand-produced sets .	1	conjunction	conjunction	1
we measured the quality of the paraphrases produced in an experiment , i.e. , -lrb- i -rrb- their grammaticality : at least 99 % correct sentences ; -lrb- ii -rrb- their equivalence in meaning : at least 96 % correct paraphrases either by meaning equivalence or entailment ; and , -lrb- iii -rrb- the amount of internal lexical and syntactical variation in a set of #paraphrases# : slightly superior to that of $hand-produced sets$ .	6	compare	compare	1
the $paraphrase$ sets produced by this #method# thus seem adequate as reference sets to be used for mt evaluation .	0	used-for	used-for	1
#graph unification# remains the most expensive part of $unification-based grammar parsing$ .	4	part-of	part-of	1
we focus on one #speed-up element# in the design of $unification algorithms$ : avoidance of copying of unmodified subgraphs .	4	part-of	part-of	1
we propose a $method$ of attaining such a design through a method of #structure-sharing# which avoids log -lrb- d -rrb- overheads often associated with structure-sharing of graphs without any use of costly dependency pointers .	0	used-for	used-for	1
the proposed #scheme# eliminates redundant copying while maintaining the quasi-destructive scheme 's ability to avoid over copying and early copying combined with its ability to handle $cyclic structures$ without algorithmic additions .	0	used-for	used-for	1
the proposed $scheme$ eliminates redundant copying while maintaining the #quasi-destructive scheme 's ability# to avoid over copying and early copying combined with its ability to handle cyclic structures without algorithmic additions .	5	feature-of	feature-of	1
the proposed scheme eliminates redundant copying while maintaining the quasi-destructive scheme 's ability to avoid #over copying# and $early copying$ combined with its ability to handle cyclic structures without algorithmic additions .	1	conjunction	conjunction	1
we describe a novel technique and implemented #system# for constructing a $subcategorization dictionary$ from textual corpora .	0	used-for	used-for	1
we describe a novel technique and implemented $system$ for constructing a subcategorization dictionary from #textual corpora# .	0	used-for	used-for	1
we also demonstrate that a $subcategorization dictionary$ built with the #system# improves the accuracy of a parser by an appreciable amount	0	used-for	used-for	1
we also demonstrate that a subcategorization dictionary built with the system improves the #accuracy# of a $parser$ by an appreciable amount	2	evaluate-for	evaluate-for	1
we also demonstrate that a $subcategorization dictionary$ built with the system improves the accuracy of a #parser# by an appreciable amount	2	evaluate-for	evaluate-for	1
a number of powerful $registration criteria$ have been developed in the last decade , most prominently the criterion of #maximum mutual information# .	3	hyponym-of	hyponym-of	1
although this criterion provides for good registration results in many applications , $it$ remains a purely #low-level criterion# .	5	feature-of	feature-of	1
in this paper , we will develop a #bayesian framework# that allows to impose statistically learned prior knowledge about the joint intensity distribution into $image registration methods$ .	0	used-for	used-for	1
in this paper , we will develop a bayesian framework that allows to impose #statistically learned prior knowledge# about the joint intensity distribution into $image registration methods$ .	0	used-for	used-for	1
in this paper , we will develop a bayesian framework that allows to impose $statistically learned prior knowledge$ about the #joint intensity distribution# into image registration methods .	5	feature-of	feature-of	1
the $prior$ is given by a #kernel density estimate# on the space of joint intensity distributions computed from a representative set of pre-registered image pairs .	0	used-for	used-for	1
the prior is given by a #kernel density estimate# on the space of $joint intensity distributions$ computed from a representative set of pre-registered image pairs .	0	used-for	used-for	1
the prior is given by a kernel density estimate on the space of $joint intensity distributions$ computed from a representative set of #pre-registered image pairs# .	0	used-for	used-for	1
experimental results demonstrate that the resulting #registration process# is more robust to $missing low-level information$ as it favors intensity correspondences statistically consistent with the learned intensity distributions .	0	used-for	used-for	1
experimental results demonstrate that the resulting registration process is more robust to missing low-level information as #it# favors $intensity correspondences$ statistically consistent with the learned intensity distributions .	0	used-for	used-for	1
we present a #method# for $synthesizing complex , photo-realistic facade images$ , from a single example .	0	used-for	used-for	1
after parsing the example image into its $semantic components$ , a #tiling# for it is generated .	0	used-for	used-for	1
novel tilings can then be created , yielding $facade textures$ with different dimensions or with #occluded parts inpainted# .	5	feature-of	feature-of	1
a #genetic algorithm# guides the novel $facades$ as well as inpainted parts to be consistent with the example , both in terms of their overall structure and their detailed textures .	0	used-for	used-for	1
a #genetic algorithm# guides the novel facades as well as $inpainted parts$ to be consistent with the example , both in terms of their overall structure and their detailed textures .	0	used-for	used-for	1
promising results for #multiple standard datasets# -- in particular for the different building styles they contain -- demonstrate the potential of the $method$ .	2	evaluate-for	evaluate-for	1
we introduce a new $interactive corpus exploration tool$ called #infomagnets# .	3	hyponym-of	hyponym-of	1
#infomagnets# aims at making $exploratory corpus analysis$ accessible to researchers who are not experts in text mining .	0	used-for	used-for	1
as evidence of its usefulness and usability , #it# has been used successfully in a research context to uncover relationships between language and behavioral patterns in two distinct $domains$ : tutorial dialogue -lrb- kumar et al. , submitted -rrb- and on-line communities -lrb- arguello et al. , 2006 -rrb- .	0	used-for	used-for	1
as evidence of its usefulness and usability , it has been used successfully in a research context to uncover relationships between language and behavioral patterns in two distinct $domains$ : #tutorial dialogue# -lrb- kumar et al. , submitted -rrb- and on-line communities -lrb- arguello et al. , 2006 -rrb- .	3	hyponym-of	hyponym-of	1
as evidence of its usefulness and usability , it has been used successfully in a research context to uncover relationships between language and behavioral patterns in two distinct domains : #tutorial dialogue# -lrb- kumar et al. , submitted -rrb- and $on-line communities$ -lrb- arguello et al. , 2006 -rrb- .	1	conjunction	conjunction	1
as evidence of its usefulness and usability , it has been used successfully in a research context to uncover relationships between language and behavioral patterns in two distinct $domains$ : tutorial dialogue -lrb- kumar et al. , submitted -rrb- and #on-line communities# -lrb- arguello et al. , 2006 -rrb- .	3	hyponym-of	hyponym-of	1
as an #educational tool# , it has been used as part of a unit on $protocol analysis$ in an educational research methods course .	0	used-for	used-for	1
sources of training data suitable for $language modeling$ of #conversational speech# are limited .	0	used-for	used-for	1
in this paper , we show how training data can be supplemented with text from the web filtered to match the style and/or topic of the target $recognition task$ , but also that it is possible to get bigger performance gains from the data by using #class-dependent interpolation of n-grams# .	0	used-for	used-for	1
we present a #method# for $detecting 3d objects$ using multi-modalities .	0	used-for	used-for	1
we present a $method$ for detecting 3d objects using #multi-modalities# .	0	used-for	used-for	1
while #it# is generic , we demonstrate $it$ on the combination of an image and a dense depth map which give complementary object information .	0	used-for	used-for	1
while it is generic , we demonstrate $it$ on the combination of an #image# and a dense depth map which give complementary object information .	0	used-for	used-for	1
while it is generic , we demonstrate it on the combination of an #image# and a $dense depth map$ which give complementary object information .	1	conjunction	conjunction	1
while it is generic , we demonstrate $it$ on the combination of an image and a #dense depth map# which give complementary object information .	0	used-for	used-for	1
while it is generic , we demonstrate it on the combination of an image and a $dense depth map$ which give #complementary object information# .	5	feature-of	feature-of	1
it is based on an efficient representation of #templates# that capture the different $modalities$ , and we show in many experiments on commodity hardware that our approach significantly outperforms state-of-the-art methods on single modalities .	0	used-for	used-for	1
it is based on an efficient representation of templates that capture the different modalities , and we show in many experiments on commodity hardware that our #approach# significantly outperforms $state-of-the-art methods$ on single modalities .	6	compare	compare	1
it is based on an efficient representation of templates that capture the different modalities , and we show in many experiments on commodity hardware that our #approach# significantly outperforms state-of-the-art methods on $single modalities$ .	0	used-for	used-for	1
it is based on an efficient representation of templates that capture the different modalities , and we show in many experiments on commodity hardware that our approach significantly outperforms #state-of-the-art methods# on $single modalities$ .	0	used-for	used-for	1
the #compact description of a video sequence# through a single image map and a dominant motion has applications in several $domains$ , including video browsing and retrieval , compression , mosaicing , and visual summarization .	0	used-for	used-for	1
the $compact description of a video sequence$ through a single #image map# and a dominant motion has applications in several domains , including video browsing and retrieval , compression , mosaicing , and visual summarization .	0	used-for	used-for	1
the compact description of a video sequence through a single #image map# and a $dominant motion$ has applications in several domains , including video browsing and retrieval , compression , mosaicing , and visual summarization .	1	conjunction	conjunction	1
the $compact description of a video sequence$ through a single image map and a #dominant motion# has applications in several domains , including video browsing and retrieval , compression , mosaicing , and visual summarization .	0	used-for	used-for	1
the compact description of a video sequence through a single image map and a dominant motion has applications in several $domains$ , including #video browsing and retrieval# , compression , mosaicing , and visual summarization .	3	hyponym-of	hyponym-of	1
the compact description of a video sequence through a single image map and a dominant motion has applications in several domains , including #video browsing and retrieval# , $compression$ , mosaicing , and visual summarization .	1	conjunction	conjunction	1
the compact description of a video sequence through a single image map and a dominant motion has applications in several $domains$ , including video browsing and retrieval , #compression# , mosaicing , and visual summarization .	3	hyponym-of	hyponym-of	1
the compact description of a video sequence through a single image map and a dominant motion has applications in several domains , including video browsing and retrieval , #compression# , $mosaicing$ , and visual summarization .	1	conjunction	conjunction	1
the compact description of a video sequence through a single image map and a dominant motion has applications in several $domains$ , including video browsing and retrieval , compression , #mosaicing# , and visual summarization .	3	hyponym-of	hyponym-of	1
the compact description of a video sequence through a single image map and a dominant motion has applications in several domains , including video browsing and retrieval , compression , #mosaicing# , and $visual summarization$ .	1	conjunction	conjunction	1
building such a representation requires the capability to register all the frames with respect to the dominant object in the scene , a $task$ which has been , in the past , addressed through temporally #localized motion estimates# .	0	used-for	used-for	1
to avoid this oscillation , we augment the $motion model$ with a #generic temporal constraint# which increases the robustness against competing interpretations , leading to more meaningful content summarization .	0	used-for	used-for	1
to avoid this oscillation , we augment the motion model with a #generic temporal constraint# which increases the robustness against competing interpretations , leading to more meaningful $content summarization$ .	0	used-for	used-for	1
to avoid this oscillation , we augment the motion model with a $generic temporal constraint$ which increases the #robustness# against competing interpretations , leading to more meaningful content summarization .	2	evaluate-for	evaluate-for	1
in cross-domain learning , there is a more challenging problem that the $domain divergence$ involves more than one #dominant factors# , e.g. , different viewpoints , various resolutions and changing illuminations .	4	part-of	part-of	1
in cross-domain learning , there is a more challenging problem that the domain divergence involves more than one $dominant factors$ , e.g. , different #viewpoints# , various resolutions and changing illuminations .	3	hyponym-of	hyponym-of	1
in cross-domain learning , there is a more challenging problem that the domain divergence involves more than one dominant factors , e.g. , different #viewpoints# , various $resolutions$ and changing illuminations .	1	conjunction	conjunction	1
in cross-domain learning , there is a more challenging problem that the domain divergence involves more than one $dominant factors$ , e.g. , different viewpoints , various #resolutions# and changing illuminations .	3	hyponym-of	hyponym-of	1
in cross-domain learning , there is a more challenging problem that the domain divergence involves more than one dominant factors , e.g. , different viewpoints , various #resolutions# and changing $illuminations$ .	1	conjunction	conjunction	1
fortunately , an #intermediate domain# could often be found to build a bridge across them to facilitate the $learning problem$ .	0	used-for	used-for	1
in this paper , we propose a #coupled marginalized denoising auto-encoders framework# to address the $cross-domain problem$ .	0	used-for	used-for	1
specifically , we design two $marginalized denoising auto-encoders$ , #one# for the target and the other for source as well as the intermediate one .	3	hyponym-of	hyponym-of	1
specifically , we design two marginalized denoising auto-encoders , #one# for the target and the $other$ for source as well as the intermediate one .	1	conjunction	conjunction	1
specifically , we design two $marginalized denoising auto-encoders$ , one for the target and the #other# for source as well as the intermediate one .	3	hyponym-of	hyponym-of	1
to better couple the two $denoising auto-encoders learning$ , we incorporate a #feature mapping# , which tends to transfer knowledge between the intermediate domain and the target one .	4	part-of	part-of	1
to better couple the two denoising auto-encoders learning , we incorporate a #feature mapping# , which tends to transfer knowledge between the $intermediate domain$ and the target one .	0	used-for	used-for	1
furthermore , the $maximum margin criterion$ , e.g. , #intra-class com-pactness# and inter-class penalty , on the output layer is imposed to seek more discriminative features across different domains .	3	hyponym-of	hyponym-of	1
furthermore , the maximum margin criterion , e.g. , #intra-class com-pactness# and $inter-class penalty$ , on the output layer is imposed to seek more discriminative features across different domains .	1	conjunction	conjunction	1
furthermore , the $maximum margin criterion$ , e.g. , intra-class com-pactness and #inter-class penalty# , on the output layer is imposed to seek more discriminative features across different domains .	3	hyponym-of	hyponym-of	1
extensive experiments on two #tasks# have demonstrated the superiority of our $method$ over the state-of-the-art methods .	2	evaluate-for	evaluate-for	1
extensive experiments on two tasks have demonstrated the superiority of our #method# over the $state-of-the-art methods$ .	6	compare	compare	1
basically , a set of $age-group specific dictionaries$ are learned , where the #dictionary bases# corresponding to the same index yet from different dictionaries form a particular aging process pattern cross different age groups , and a linear combination of these patterns expresses a particular personalized aging process .	4	part-of	part-of	1
basically , a set of age-group specific dictionaries are learned , where the dictionary bases corresponding to the same index yet from different dictionaries form a particular aging process pattern cross different age groups , and a #linear combination# of these patterns expresses a particular $personalized aging process$ .	0	used-for	used-for	1
basically , a set of age-group specific dictionaries are learned , where the dictionary bases corresponding to the same index yet from different dictionaries form a particular aging process pattern cross different age groups , and a $linear combination$ of these #patterns# expresses a particular personalized aging process .	0	used-for	used-for	1
first , beyond the aging dictionaries , each subject may have extra $personalized facial characteristics$ , e.g. #mole# , which are invariant in the aging process .	3	hyponym-of	hyponym-of	1
thus a #personality-aware coupled reconstruction loss# is utilized to learn the $dictionaries$ based on face pairs from neighboring age groups .	0	used-for	used-for	1
extensive experiments well demonstrate the advantages of our proposed #solution# over other $state-of-the-arts$ in term of personalized aging progression , as well as the performance gain for cross-age face verification by synthesizing aging faces .	6	compare	compare	1
extensive experiments well demonstrate the advantages of our proposed #solution# over other state-of-the-arts in term of $personalized aging progression$ , as well as the performance gain for cross-age face verification by synthesizing aging faces .	0	used-for	used-for	1
extensive experiments well demonstrate the advantages of our proposed solution over other #state-of-the-arts# in term of $personalized aging progression$ , as well as the performance gain for cross-age face verification by synthesizing aging faces .	0	used-for	used-for	1
extensive experiments well demonstrate the advantages of our proposed solution over other state-of-the-arts in term of personalized aging progression , as well as the performance gain for $cross-age face verification$ by #synthesizing aging faces# .	0	used-for	used-for	1
we propose a draft scheme of the #model# formalizing the $structure of communicative context$ in dialogue interaction .	0	used-for	used-for	1
we propose a draft scheme of the model formalizing the $structure of communicative context$ in #dialogue interaction# .	5	feature-of	feature-of	1
visitors who browse the web from wireless pdas , cell phones , and pagers are frequently stymied by #web interfaces# optimized for $desktop pcs$ .	0	used-for	used-for	1
in this paper we develop an #algorithm# , minpath , that automatically improves $wireless web navigation$ by suggesting useful shortcut links in real time .	0	used-for	used-for	1
in this paper we develop an #algorithm# , minpath , that automatically improves $wireless web navigation$ by suggesting useful shortcut links in real time .	0	used-for	used-for	1
$minpath$ finds shortcuts by using a learned #model# of web visitor behavior to estimate the savings of shortcut links , and suggests only the few best links .	0	used-for	used-for	1
minpath finds shortcuts by using a learned #model# of $web visitor behavior$ to estimate the savings of shortcut links , and suggests only the few best links .	0	used-for	used-for	1
minpath finds shortcuts by using a learned #model# of web visitor behavior to estimate the $savings of shortcut links$ , and suggests only the few best links .	0	used-for	used-for	1
we explore a variety of $predictive models$ , including #na ¨ ıve bayes mixture models# and mixtures of markov models , and report empirical evidence that minpath finds useful shortcuts that save substantial navigational effort .	3	hyponym-of	hyponym-of	1
we explore a variety of predictive models , including #na ¨ ıve bayes mixture models# and $mixtures of markov models$ , and report empirical evidence that minpath finds useful shortcuts that save substantial navigational effort .	1	conjunction	conjunction	1
we explore a variety of $predictive models$ , including na ¨ ıve bayes mixture models and #mixtures of markov models# , and report empirical evidence that minpath finds useful shortcuts that save substantial navigational effort .	3	hyponym-of	hyponym-of	1
this paper describes a particular #approach# to $parsing$ that utilizes recent advances in unification-based parsing and in classification-based knowledge representation .	0	used-for	used-for	1
this paper describes a particular $approach$ to parsing that utilizes recent advances in #unification-based parsing# and in classification-based knowledge representation .	0	used-for	used-for	1
this paper describes a particular $approach$ to parsing that utilizes recent advances in unification-based parsing and in #classification-based knowledge representation# .	0	used-for	used-for	1
this paper describes a particular approach to parsing that utilizes recent advances in $unification-based parsing$ and in #classification-based knowledge representation# .	1	conjunction	conjunction	1
as #unification-based grammatical frameworks# are extended to handle richer descriptions of $linguistic information$ , they begin to share many of the properties that have been developed in kl-one-like knowledge representation systems .	0	used-for	used-for	1
as unification-based grammatical frameworks are extended to handle richer descriptions of linguistic information , $they$ begin to share many of the properties that have been developed in #kl-one-like knowledge representation systems# .	0	used-for	used-for	1
this commonality suggests that some of the #classification-based representation techniques# can be applied to $unification-based linguistic descriptions$ .	0	used-for	used-for	1
this merging supports the integration of #semantic and syntactic information# into the same $system$ , simultaneously subject to the same types of processes , in an efficient manner .	0	used-for	used-for	1
the use of a #kl-one style representation# for $parsing$ and semantic interpretation was first explored in the psi-klone system -lsb- 2 -rsb- , in which parsing is characterized as an inference process called incremental description refinement .	0	used-for	used-for	1
the use of a #kl-one style representation# for parsing and $semantic interpretation$ was first explored in the psi-klone system -lsb- 2 -rsb- , in which parsing is characterized as an inference process called incremental description refinement .	0	used-for	used-for	1
the use of a kl-one style representation for #parsing# and $semantic interpretation$ was first explored in the psi-klone system -lsb- 2 -rsb- , in which parsing is characterized as an inference process called incremental description refinement .	1	conjunction	conjunction	1
the use of a $kl-one style representation$ for parsing and semantic interpretation was first explored in the #psi-klone system# -lsb- 2 -rsb- , in which parsing is characterized as an inference process called incremental description refinement .	0	used-for	used-for	1
the use of a kl-one style representation for parsing and semantic interpretation was first explored in the psi-klone system -lsb- 2 -rsb- , in which $parsing$ is characterized as an inference process called #incremental description refinement# .	0	used-for	used-for	1
the use of a kl-one style representation for parsing and semantic interpretation was first explored in the psi-klone system -lsb- 2 -rsb- , in which parsing is characterized as an $inference process$ called #incremental description refinement# .	3	hyponym-of	hyponym-of	1
in this paper we discuss a proposed #user knowledge modeling architecture# for the $icicle system$ , a language tutoring application for deaf learners of written english .	0	used-for	used-for	1
in this paper we discuss a proposed user knowledge modeling architecture for the #icicle system# , a $language tutoring application$ for deaf learners of written english .	3	hyponym-of	hyponym-of	1
in this paper we discuss a proposed user knowledge modeling architecture for the icicle system , a #language tutoring application# for $deaf learners$ of written english .	0	used-for	used-for	1
in this paper we discuss a proposed user knowledge modeling architecture for the icicle system , a $language tutoring application$ for deaf learners of #written english# .	0	used-for	used-for	1
the #model# will represent the language proficiency of the user and is designed to be referenced during both $writing analysis$ and feedback production .	0	used-for	used-for	1
the #model# will represent the language proficiency of the user and is designed to be referenced during both writing analysis and $feedback production$ .	0	used-for	used-for	1
the model will represent the language proficiency of the user and is designed to be referenced during both #writing analysis# and $feedback production$ .	1	conjunction	conjunction	1
we motivate our $model design$ by citing relevant research on #second language and cognitive skill acquisition# , and briefly discuss preliminary empirical evidence supporting the design .	0	used-for	used-for	1
we conclude by showing how our #design# can provide a rich and robust information base to a $language assessment / correction application$ by modeling user proficiency at a high level of granularity and specificity .	0	used-for	used-for	1
we conclude by showing how our #design# can provide a rich and robust information base to a language assessment / correction application by modeling $user proficiency$ at a high level of granularity and specificity .	0	used-for	used-for	1
we conclude by showing how our design can provide a rich and robust information base to a language assessment / correction application by modeling $user proficiency$ at a high level of #granularity# and specificity .	2	evaluate-for	evaluate-for	1
we conclude by showing how our design can provide a rich and robust information base to a language assessment / correction application by modeling user proficiency at a high level of #granularity# and $specificity$ .	1	conjunction	conjunction	1
we conclude by showing how our design can provide a rich and robust information base to a language assessment / correction application by modeling $user proficiency$ at a high level of granularity and #specificity# .	2	evaluate-for	evaluate-for	1
#constraint propagation# is one of the key techniques in $constraint programming$ , and a large body of work has built up around it .	4	part-of	part-of	1
in this paper we present $shortstr2$ , a development of the #simple tabular reduction algorithm str2 +# .	0	used-for	used-for	1
we show that #shortstr2# is complementary to the existing algorithms $shortgac$ and haggisgac that exploit short supports , while being much simpler .	6	compare	compare	1
we show that #shortstr2# is complementary to the existing algorithms shortgac and $haggisgac$ that exploit short supports , while being much simpler .	6	compare	compare	1
we show that shortstr2 is complementary to the existing algorithms #shortgac# and $haggisgac$ that exploit short supports , while being much simpler .	1	conjunction	conjunction	1
when a constraint is amenable to short supports , the #short support set# can be exponentially smaller than the $full-length support set$ .	6	compare	compare	1
we also show that #shortstr2# can be combined with a simple algorithm to identify $short supports$ from full-length supports , to provide a superior drop-in replacement for str2 + .	0	used-for	used-for	1
we also show that #shortstr2# can be combined with a simple algorithm to identify short supports from full-length supports , to provide a superior $drop-in replacement$ for str2 + .	0	used-for	used-for	1
